prevalence,kappa,trial,model,repeat,generation_seed,group,generated_entities,validation_entities,amount_ks,amount_lag1_acf_error,amount_scaled_w1,gap_conditioned_mark_tv,gap_ks,gap_lag1_acf_error,gap_repeat_mi_error,gap_scaled_w1,gap_zero_rate_error,length_scaled_w1,mark_sparse_tv,short_gap_repeat_curve_l1,transition_conditioned_mark_tv
0.50,0,1,Ucal,3,2026092203,pooled,2048,6846,0.03390290906374016,0.003973301610713236,0.061110717628466975,0.018974999315731905,0.02037766223229276,0.03012198894008057,1.103019948317486e-05,0.051205122679186664,0.0,0.014722275239418995,0.015490838359917103,0.006979879725238802,0.04334021439689955
0.50,0,1,Ucal,4,2026092204,context_0,1074,3425,0.03310099850280113,0.009017060033488358,0.06354313733232367,0.01982024478647406,0.022441982462491683,0.015932628446563055,2.8200358956318372e-05,0.05153162550991852,0.0,0.03094431757941527,0.01021267189804783,0.006540117304828427,0.06434128375924875
0.50,0,1,Ucal,4,2026092204,context_1,974,3421,0.03218245217071175,0.004126617303302075,0.06244350474548201,0.026549465992799743,0.020912843922166857,0.024329626768319013,9.077555817631905e-06,0.05131380874884313,0.0,0.010079068346431328,0.019532821121227176,0.005324556152190452,0.06794060145276022
0.50,0,1,Ucal,4,2026092204,pooled,2048,6846,0.03248933826236433,0.002778144606594932,0.06293002187022433,0.022767726183626432,0.021244818172310942,0.02004761819366334,1.3503617449252029e-05,0.05122272092207457,0.0,0.014722275239418995,0.01686049711011435,0.003365714946028179,0.047281116037705566
0.50,0,1,E,0,2026092200,context_0,1074,3425,0.03647528711700754,0.005332869936080782,0.06552637681100268,0.022382486944428428,0.022666207212096,0.009161104557816518,6.431074597708331e-05,0.052146071528028935,0.0,0.03094431757941527,0.01568856591175393,0.006296729649006949,0.06289947531653553
0.50,0,1,E,0,2026092200,context_1,974,3421,0.03704048304750174,0.004292587435836401,0.0662510052858475,0.02324968581368586,0.02156195581468956,0.02525361330043005,0.00016911014209499033,0.05157809500389888,0.0,0.010079068346431328,0.014867861289276758,0.008197511575194761,0.06799308850341929
0.50,0,1,E,0,2026092200,pooled,2048,6846,0.035872803309042856,0.004893484544749427,0.06581425852923434,0.01938650266031647,0.021308268606946457,0.016988123571513025,0.00012483861186308272,0.051180392238335405,0.0,0.014722275239418995,0.015127199390776206,0.0058879449175303755,0.046844972550176056
0.50,0,1,E,1,2026092201,context_0,1074,3425,0.03817760453471164,0.006561362244918023,0.06583142930546632,0.02511928078918294,0.020415131921667107,0.013740811938882241,2.7033746790402395e-05,0.051362410444811095,0.0,0.03094431757941527,0.016036605964730253,0.004459483084382309,0.06761961613246206
0.50,0,1,E,1,2026092201,context_1,974,3421,0.03170880614121452,0.005952003497291302,0.06447463950825222,0.02303119127793733,0.021850176541342026,0.022672252024106485,3.920583001427736e-06,0.05158982685040721,0.0,0.010079068346431328,0.01489741682818807,0.008919956390979854,0.06783798979931208
0.50,0,1,E,1,2026092201,pooled,2048,6846,0.034831085562578246,0.0006251545077580812,0.06519242000192213,0.021621151366324223,0.021075617013282977,0.01810886066543023,2.5748093542946526e-05,0.05120768241559273,0.0,0.014722275239418995,0.01737927346512772,0.0034228250628574337,0.0476881161338678
0.50,0,1,E,2,2026092202,context_0,1074,3425,0.034736770586436594,0.007452904114243375,0.06417825171291733,0.02661684274954913,0.025760010479414508,0.006319790084241841,0.0001157221063265634,0.05321545810453314,0.0,0.03094431757941527,0.019416519087996593,0.010185832802498825,0.06504429402512073
0.50,0,1,E,2,2026092202,context_1,974,3421,0.02981824451029702,0.002684796413951176,0.06523965528938312,0.02646651554234188,0.022150925324107618,0.023714475691971673,3.890258165162433e-05,0.051565564939726055,0.0,0.010079068346431328,0.018378172510341222,0.005823686834955095,0.0673813661128824
0.50,0,1,E,2,2026092202,pooled,2048,6846,0.03138058466267102,0.0026185487015769945,0.06468774879811089,0.019864198002855618,0.022910459557919538,0.014655967881156376,7.167619682339234e-05,0.052123786300373176,0.0,0.014722275239418995,0.015584576940008425,0.005241256972079111,0.047893912322713644
0.50,0,1,E,3,2026092203,context_0,1074,3425,0.032560798453520445,0.01304956808492931,0.059617132491216904,0.021454056853364788,0.02099312684790766,0.023837541103879478,4.983786019686638e-05,0.051695509365825155,0.0,0.03094431757941527,0.012015359711407405,0.00767344394121811,0.06128664341365434
0.50,0,1,E,3,2026092203,context_1,974,3421,0.036951722666500264,0.0064205332056301275,0.06334357532049294,0.029184908559057584,0.02077092886132098,0.036134038042813996,2.3609249377571446e-05,0.05148027662381332,0.0,0.010079068346431328,0.02402513489125453,0.006538829006730019,0.07001278224969885
0.50,0,1,E,3,2026092203,pooled,2048,6846,0.03403765569410083,0.0038712920737497434,0.06125867339452972,0.01907627311052309,0.02048341295668521,0.029820596857069462,2.0243127263510144e-05,0.05123084757762215,0.0,0.014722275239418995,0.015383578326677253,0.004287806573063207,0.04422773426392253
0.50,0,1,E,4,2026092204,context_0,1074,3425,0.033636822628582363,0.009138424368162165,0.06352908016373532,0.019349974005757168,0.0222007958242314,0.017791148687166122,1.4179714046189378e-06,0.051542336725378654,0.0,0.03094431757941527,0.010251206058581163,0.004835508264663378,0.06438717245240427
0.50,0,1,E,4,2026092204,context_1,974,3421,0.03238346817447613,0.0042760291492902475,0.06267902729788445,0.025543497822752295,0.021046748582049024,0.026652217844002526,3.4211256794297335e-06,0.05148624736444778,0.0,0.010079068346431328,0.01894719034351727,0.005821455540899908,0.06783474422735535
0.50,0,1,E,4,2026092204,pooled,2048,6846,0.03260097504865467,0.0027684464146812797,0.06303090394714238,0.02203629975345364,0.021308268606946457,0.022132102190548827,1.7212800932919227e-06,0.05124965949526265,0.0,0.014722275239418995,0.01673503451260495,0.00214679571741798,0.046959925542869534
0.50,0,1,Ecal,0,2026092200,context_0,1074,3425,0.03651382127754088,0.005336008451651504,0.06551084885101784,0.022006480346277762,0.022706404985139428,0.009208182687790403,5.589027955565397e-05,0.052101306199459345,0.0,0.03094431757941527,0.015407913294963023,0.006258356564334022,0.06279845768130074
0.50,0,1,Ecal,0,2026092200,context_1,974,3421,0.036926673021550394,0.00444480525193989,0.06616998524691105,0.022613693899790427,0.021294146494925226,0.02406575095708076,0.0001899528520112761,0.05150784940977329,0.0,0.010079068346431328,0.014249830789877564,0.009679161704009748,0.06799407555145434
0.50,0,1,Ecal,0,2026092200,pooled,2048,6846,0.03584763917151779,0.004967390720347941,0.0657682770956716,0.019427679263215,0.021287118462067878,0.016444205399782946,0.00012573800570630806,0.051187898842051195,0.0,0.014722275239418995,0.015573184511090825,0.0060376151771257824,0.04683668698873836
0.50,0,1,Ecal,1,2026092201,context_0,1074,3425,0.03818925110773702,0.006638762338125048,0.06583891915864734,0.025382241149049817,0.020415131921667107,0.013867132116789804,3.7780500375116024e-05,0.051351802796358155,0.0,0.03094431757941527,0.016267810927930115,0.005021042153380691,0.0679050922843796
0.50,0,1,Ecal,1,2026092201,context_1,974,3421,0.031666030882424145,0.006024273654579325,0.06446498176722973,0.024107008014071948,0.021850176541342026,0.021646369460128476,5.963302690580334e-06,0.05154966345781922,0.0,0.010079068346431328,0.01599220633076245,0.00342352805372827,0.06682869112503331
0.50,0,1,Ecal,1,2026092201,pooled,2048,6846,0.034831085562578246,0.0006328954638774773,0.06519005872540065,0.02246153769756783,0.021075617013282977,0.0176933732488751,2.855927561318532e-05,0.05120635201388083,0.0,0.014722275239418995,0.017987434992829496,0.002322868890683804,0.04759166571755227
0.50,0,1,Ecal,2,2026092202,context_0,1074,3425,0.034698236425903306,0.007474550179743933,0.06417656623256246,0.02617173791468801,0.025719812706371137,0.006839424455869825,0.00010342763741499927,0.053194090501749385,0.0,0.03094431757941527,0.018992643322130156,0.01022584820741134,0.06487624523081385
0.50,0,1,Ecal,2,2026092202,context_1,974,3421,0.02981824451029702,0.002750697153679287,0.06520387500108843,0.02549052647709763,0.022195560210734988,0.023659251781777108,5.4302279680360844e-05,0.0515886544609908,0.0,0.010079068346431328,0.01760821785211556,0.007342046548911649,0.06570337043909999
0.50,0,1,Ecal,2,2026092202,pooled,2048,6846,0.031447378042323115,0.002598791088541018,0.06466741042912551,0.020095245404576308,0.022939799128836647,0.014905073594542101,7.632983578075871e-05,0.05213756219024102,0.0,0.014722275239418995,0.015750583639364563,0.00616048145722777,0.047821351270931206
0.50,0,1,Ecal,3,2026092203,context_0,1074,3425,0.03250250590816517,0.013079264387836426,0.059599179350192974,0.021567075778770387,0.02099312684790766,0.023740541449071728,3.957748929991564e-05,0.05168745732782624,0.0,0.03094431757941527,0.012285098835140566,0.007694120128388667,0.06118747980764658
0.50,0,1,Ecal,3,2026092203,context_1,974,3421,0.03673784637254868,0.006429415738022612,0.06334050691249703,0.028856644740003136,0.021038738181085315,0.036477515742321595,3.032064024337868e-05,0.051480330549782696,0.0,0.010079068346431328,0.023506193427824115,0.008147953527975798,0.06930615686809789
0.50,0,1,Ecal,3,2026092203,pooled,2048,6846,0.03392067571906848,0.0038807496252414916,0.0612509168095499,0.019255294371634944,0.020462262811806742,0.02993157910679624,1.4413561685790773e-05,0.0512476235617368,0.0,0.014722275239418995,0.015267845799759774,0.006214235829826825,0.044196070132428864
0.50,0,1,Ecal,4,2026092204,context_0,1074,3425,0.03367535678911571,0.009166724891684764,0.06353539010112287,0.019441361738027626,0.02236158691640494,0.0176460701157391,3.35490738646689e-07,0.05155073456007251,0.0,0.03094431757941527,0.010906286787647448,0.00472150859539147,0.06447286019037857
0.50,0,1,Ecal,4,2026092204,context_1,974,3421,0.032426243433266444,0.004164076394234967,0.06265470329823641,0.026538375025540763,0.02118065324193119,0.02762721947032447,4.3967287447044365e-06,0.05156002799986053,0.0,0.010079068346431328,0.019845470778113945,0.005915882726988178,0.06772772791936948
0.50,0,1,Ecal,4,2026092204,pooled,2048,6846,0.0326415191505014,0.002837013469057941,0.06302369781746237,0.022529131150028088,0.02137171904158186,0.02251660666309578,5.076670934370389e-06,0.05125416304924628,0.0,0.014722275239418995,0.016633674257987997,0.002883291610050712,0.04757530503287875
0.50,0,2,U,0,2026092300,context_0,1014,3425,0.03227632429978666,0.001496492468402737,0.06053477973872328,0.021863508219307447,0.020403180998562476,0.01696707232801635,0.00010039825779193268,0.051300409590858985,0.0,0.0205065218330238,0.011970220469318935,0.012845358359795984,0.06549290867433233
0.50,0,2,U,0,2026092300,context_1,1034,3421,0.028849709114425748,0.0038947804827214735,0.056393130917545345,0.023494549305638712,0.02261493870334519,0.027858528231857513,7.958424103838359e-05,0.05182911040069201,0.0,0.02518277286098999,0.014153978334748575,0.012171726003431355,0.06613895755681842
0.50,0,2,U,0,2026092300,pooled,2048,6846,0.029742958137667697,0.002693593938891601,0.05844084299174304,0.01642381685277258,0.020444487889449303,0.02242335296756197,6.215974683608337e-05,0.05135894972317191,0.0,0.021296401696702435,0.010524562647734558,0.012489583357150764,0.047956977409354694
0.50,0,2,U,1,2026092301,context_0,1014,3425,0.0346399924138312,0.012972007017225751,0.06532185904052833,0.025006072066367076,0.02608715387103644,0.02354168190761924,4.752882515030271e-05,0.05280180074536244,0.0,0.0205065218330238,0.018953146093788342,0.011669805790951058,0.06845093708578626
0.50,0,2,U,1,2026092301,context_1,1034,3421,0.03294007289727596,0.0059477846622911215,0.06388339278147721,0.023611807829909116,0.02305249599543266,0.022875838025426018,0.0001584812837772366,0.052002766825124565,0.0,0.02518277286098999,0.017586052085454027,0.012100610310159236,0.06206829783253569
0.50,0,2,U,1,2026092301,pooled,2048,6846,0.033498993081599204,0.0034168949987939427,0.06430444135478412,0.01694595533520541,0.021752725566694386,0.02339406477063921,8.311805104676623e-05,0.051311712964835554,0.0,0.021296401696702435,0.010888893338841264,0.011773450720923147,0.04687309827569175
0.50,0,2,U,2,2026092302,context_0,1014,3425,0.034743493711632545,0.014067614292546658,0.062255223847148586,0.020435648254578852,0.024057925988439866,0.012069483753644111,1.8156896167173714e-05,0.05179093705109024,0.0,0.0205065218330238,0.009025318858233669,0.013531073280436285,0.06386522185832288
0.50,0,2,U,2,2026092302,context_1,1034,3421,0.03277337155864757,0.0007259559362672329,0.06298677888243981,0.02092967402078575,0.025179889312914844,0.021643828372493207,3.823715772907865e-05,0.05186572757376395,0.0,0.02518277286098999,0.009751057029279066,0.028234416363446795,0.06434504413679701
0.50,0,2,U,2,2026092302,pooled,2048,6846,0.03338623485380321,0.007278657703947679,0.06262501163028117,0.016554189462405656,0.02338312522550018,0.016872643468647988,3.5629545132594576e-05,0.05153726995490509,0.0,0.021296401696702435,0.008628415830619534,0.020957771210743676,0.04898192351221303
0.50,0,2,U,3,2026092303,context_0,1014,3425,0.03145358411433724,0.004432653665847373,0.06070968234357408,0.020899066184482337,0.02066092982263068,0.02123040617222592,1.1563764470214587e-05,0.05152254415834064,0.0,0.0205065218330238,0.011133344736171495,0.004655162452273511,0.062368982005876816
0.50,0,2,U,3,2026092303,context_1,1034,3421,0.03674580645404085,0.008850475755173266,0.06777542761393004,0.021026072834010725,0.021678283912000107,0.036714131154501714,7.680743461721095e-06,0.05181918799764848,0.0,0.02518277286098999,0.012159297914972403,0.020589688348034384,0.06291738946341148
0.50,0,2,U,3,2026092303,pooled,2048,6846,0.03341970747623357,0.006673846108094788,0.06415333396097188,0.016396598593002572,0.020549990927936745,0.0289721866920281,3.281728656356496e-06,0.05150742177011477,0.0,0.021296401696702435,0.009518750613881466,0.012202022703826292,0.04689282680785314
0.50,0,2,U,4,2026092304,context_0,1014,3425,0.03485990472099809,0.0042347795742499784,0.06458982211435417,0.024637214768901232,0.023777139635753397,0.01705238359470891,0.00014062176680355176,0.05211647767275539,0.0,0.0205065218330238,0.01016913677197936,0.010985680233998218,0.0672278983266551
0.50,0,2,U,4,2026092304,context_1,1034,3421,0.02927049879002852,0.001264843135011771,0.058666839521169946,0.0296454960495214,0.022321659720713205,0.027079142455791197,0.00019441632423656332,0.05217899514042181,0.0,0.02518277286098999,0.02232273740691976,0.017808334546522076,0.06444947493776366
0.50,0,2,U,4,2026092304,pooled,2048,6846,0.031613441727666336,0.002750872344698463,0.06159512239780935,0.021268629988664585,0.02209033528985438,0.02210991655543272,4.638749331762194e-05,0.05182000928486813,0.0,0.021296401696702435,0.015436360861074035,0.014253160859874069,0.04903810629510138
0.50,0,2,Ucal,0,2026092300,context_0,1014,3425,0.03219897933040283,0.001534440104290308,0.06056645988536801,0.021588917500762136,0.020317780255576012,0.017643189823110667,8.771362582136522e-05,0.05128576752510964,0.0,0.0205065218330238,0.012232526442487027,0.009110542549167109,0.0651076260467677
0.50,0,2,Ucal,0,2026092300,context_1,1034,3421,0.028729742705020378,0.0038795282495722684,0.05642039216569464,0.02371764282095538,0.022322943542122164,0.027699436017685083,7.68758041501183e-05,0.05176055615622503,0.0,0.02518277286098999,0.015400203506367595,0.004757186910546237,0.06606894341302404
0.50,0,2,Ucal,0,2026092300,pooled,2048,6846,0.029728067229762456,0.002705008331424211,0.05847075917698721,0.016450329471765553,0.020444487889449303,0.022681738292941664,5.173363480897057e-05,0.05132812053004244,0.0,0.021296401696702435,0.010888640317637468,0.0039360404589825464,0.04762011115966523
0.50,0,2,Ucal,1,2026092301,context_0,1014,3425,0.03451720765551253,0.013026794283022223,0.06532783312150388,0.023477629482853347,0.026044453499543208,0.02389863253743557,2.3223053502543275e-05,0.0527936332235145,0.0,0.0205065218330238,0.017650824972519907,0.006557780714964664,0.06819242035005837
0.50,0,2,Ucal,1,2026092301,context_1,1034,3421,0.032901219730178954,0.0059679553436231365,0.0638439259914468,0.02379134856492581,0.023386204751116135,0.02326333483452689,0.000140387033878744,0.052112476699188254,0.0,0.02518277286098999,0.017586052085454024,0.005832126484580502,0.06289208393963731
0.50,0,2,Ucal,1,2026092301,pooled,2048,6846,0.033498993081599204,0.003434277378201213,0.06428201396372567,0.017592685388989438,0.02181602738978683,0.02377272694492276,7.153817605750941e-05,0.05130207819152574,0.0,0.021296401696702435,0.011756361192158404,0.004755793824003465,0.04615241721514189
0.50,0,2,Ucal,2,2026092302,context_0,1014,3425,0.034642593821782974,0.014094661703501675,0.062328464128879636,0.018232498985488118,0.023972525245453402,0.011865828187690108,3.349358736481347e-05,0.05179894749056317,0.0,0.0205065218330238,0.009511068904237635,0.006516275215192811,0.06318512056419402
0.50,0,2,Ucal,2,2026092302,context_1,1034,3421,0.03273338275551252,0.0006766475302710643,0.06301696930859942,0.02103629872752766,0.025096462123993968,0.02067752778260741,2.072940760800495e-05,0.05185820508327634,0.0,0.02518277286098999,0.009408888235245643,0.01921125673834405,0.06260696000694378
0.50,0,2,Ucal,2,2026092302,pooled,2048,6846,0.03340646139102005,0.007266903401403585,0.06267560674882312,0.01644188727104694,0.023404225833197678,0.016285075493226428,3.710217236545688e-05,0.05155212578333532,0.0,0.021296401696702435,0.007514734929514815,0.012916383938109276,0.04788843370550134
0.50,0,2,Ucal,3,2026092303,context_0,1014,3425,0.03133079935601857,0.004409590118435569,0.06078122174086565,0.020368178109636655,0.02087443168009684,0.020806142670599284,1.244299619174017e-05,0.05154175671293889,0.0,0.0205065218330238,0.011467421019204463,0.004716122940709507,0.06270078326560014
0.50,0,2,Ucal,3,2026092303,context_1,1034,3421,0.03692666233687408,0.008897954223061947,0.06780781103971645,0.021228334198989982,0.021719997506460476,0.03843321163447251,8.895949096550078e-06,0.051829301727268406,0.0,0.02518277286098999,0.012359241930647993,0.010251261810538762,0.062017210910455325
0.50,0,2,Ucal,3,2026092303,pooled,2048,6846,0.033399480939016735,0.006686640132433826,0.06420093768191033,0.01609055518136938,0.0206652422859116,0.029621954840981526,8.85431704102411e-06,0.05152926022075398,0.0,0.021296401696702435,0.008183799157570776,0.003709251846728903,0.04596871307574253
0.50,0,2,Ucal,4,2026092304,context_0,1014,3425,0.03487142688188949,0.004311667124307455,0.06459232473923589,0.023953322470183364,0.023649038521273702,0.017262144023550946,0.0001242335602367015,0.05210714795250798,0.0,0.0205065218330238,0.01016590497679749,0.007452551404641088,0.06708766689949643
0.50,0,2,Ucal,4,2026092304,context_1,1034,3421,0.02944880533552907,0.0012304400140870522,0.0586806825656585,0.030878367675064747,0.0224885140985549,0.027623131811509466,0.00018612396130384036,0.05234869642482375,0.0,0.02518277286098999,0.024539790167146174,0.011374994661771574,0.06524113540100629
0.50,0,2,Ucal,4,2026092304,pooled,2048,6846,0.03167412133931691,0.002772021300876745,0.061602896604353696,0.022298927615157792,0.022216938936039377,0.022488875929426097,4.154113576667587e-05,0.05188841531358372,0.0,0.021296401696702435,0.016263953533978318,0.005544439542718283,0.04786138839164974
0.50,0,2,E,0,2026092300,context_0,1014,3425,0.03224245458716224,0.0018310958759938608,0.06045253379685642,0.020748223122784976,0.01994197775095885,0.019373019918786677,0.0001282661607243939,0.05128425066864448,0.0,0.0205065218330238,0.011397224930498436,0.01164173515221231,0.06581502947152662
0.50,0,2,E,0,2026092300,context_1,1034,3421,0.02891071254104094,0.004265285873272669,0.0562873560077815,0.023669122302269075,0.02148867165291346,0.025521712665839552,7.267421880907042e-05,0.05161321795469525,0.0,0.02518277286098999,0.01566840207241848,0.010046105704870415,0.0647966361488832
0.50,0,2,E,0,2026092300,pooled,2048,6846,0.029749409747008737,0.0030463432529834024,0.058347559305772304,0.016106814006881534,0.020360085458659194,0.02245777152272889,5.91881606412837e-05,0.0512746513102596,0.0,0.021296401696702435,0.011406963681861424,0.009304346867248828,0.04769888804347261
0.50,0,2,E,1,2026092301,context_0,1014,3425,0.03426327590003719,0.012681285275148942,0.06523568413223828,0.0248973120637402,0.02561744978461089,0.023039813860670666,0.00010225000000229159,0.05265675300776978,0.0,0.0205065218330238,0.01860898361507441,0.009249760820639674,0.06769968929729159
0.50,0,2,E,1,2026092301,context_1,1034,3421,0.03274573644977341,0.006370142054090506,0.06381706790996226,0.02325395928846065,0.023427918345576587,0.021617083388727407,7.618018330317783e-05,0.05190431158115734,0.0,0.02518277286098999,0.016908106102447744,0.009790691018976443,0.062079308372790055
0.50,0,2,E,1,2026092301,pooled,2048,6846,0.03314113877200209,0.0030600347181660324,0.06422252370349645,0.017219276556872005,0.021668323135904388,0.022476851631836908,6.813424511284232e-05,0.05130289957898324,0.0,0.021296401696702435,0.010828213727190771,0.008510005702095673,0.04599259810298669
0.50,0,2,E,2,2026092302,context_0,1014,3425,0.034448147062411005,0.014585365262862096,0.06220590296413789,0.020597637807852644,0.02439952896038572,0.011885482342824424,5.6973610882522286e-05,0.05182844735330058,0.0,0.0205065218330238,0.009271879125980827,0.0112097945662379,0.06371572839706187
0.50,0,2,E,2,2026092302,context_1,1034,3421,0.0326046935705,0.001051686705004968,0.06294677407066697,0.022201637390013438,0.025722166040900468,0.02242191158220465,5.7625285212708165e-05,0.0519831224326904,0.0,0.02518277286098999,0.010592411395986507,0.02490267845139253,0.0641634820943164
0.50,0,2,E,2,2026092302,pooled,2048,6846,0.033149536290640214,0.007699508068172525,0.0625803971886208,0.016420186217301222,0.02384733859484517,0.017176616455143998,5.3514405202848e-05,0.051656293422589344,0.0,0.021296401696702435,0.00786085930920737,0.01811057784418614,0.04818583903173039
0.50,0,2,E,3,2026092303,context_0,1014,3425,0.0319044497388975,0.004759443404707889,0.060708506541594334,0.021720411435917,0.0194722736645333,0.020769598936618186,1.1123914968466533e-05,0.0513358453828697,0.0,0.0205065218330238,0.01163113403029601,0.0032226004565263544,0.06375279230295845
0.50,0,2,E,3,2026092303,context_1,1034,3421,0.03667947936826216,0.009162517313802831,0.06770164277030506,0.021813062307893438,0.021636570317539627,0.0364315266763859,2.747880693648665e-05,0.051494775195822816,0.0,0.02518277286098999,0.012610387937887171,0.019290275056273575,0.06306072477435816
0.50,0,2,E,3,2026092303,pooled,2048,6846,0.03371834829217368,0.006992993939002715,0.06409931543041196,0.016584558810267994,0.0205710915356343,0.028599473528262018,3.1007291505354628e-06,0.05126804843527656,0.0,0.021296401696702435,0.008608556439124171,0.010187342511174684,0.04733523692772164
0.50,0,2,E,4,2026092304,context_0,1014,3425,0.03459409044075157,0.004022218561862774,0.06455807108608634,0.02435930872267104,0.022538828862449678,0.0163401856827375,0.00015249368149926356,0.05198071807190571,0.0,0.0205065218330238,0.010951862092328879,0.008107322723332646,0.06766308876512735
0.50,0,2,E,4,2026092304,context_1,1034,3421,0.02924517829440021,0.0013028653535019873,0.05856679804620303,0.031102471003253595,0.02307250442100095,0.027200542969065697,0.00017010609445940633,0.05269896714845178,0.0,0.02518277286098999,0.024782160318019966,0.017057332853412342,0.06564590403410364
0.50,0,2,E,4,2026092304,pooled,2048,6846,0.031163320456932653,0.0026641152540813964,0.06152864760106499,0.02099225615043904,0.022259140151434376,0.021836692719456083,2.723031377666941e-05,0.05185038767439899,0.0,0.021296401696702435,0.015221150983276126,0.011197824337751072,0.049403144188845484
0.50,0,2,Ecal,0,2026092300,context_0,1014,3425,0.03222240797377496,0.0019083240215830087,0.06046499211158853,0.021141281361529197,0.01994197775095885,0.01933703855356189,0.00011893183319760723,0.05127904730607495,0.0,0.0205065218330238,0.01152000968881712,0.010466939369387621,0.06563223607619854
0.50,0,2,Ecal,0,2026092300,context_1,1034,3421,0.02871076852536536,0.004203546158548106,0.05633433778859384,0.023685327928566587,0.021405244463992612,0.025776316229679755,0.00011798592040276819,0.05159467851531003,0.0,0.02518277286098999,0.016120001962799786,0.005011360785323239,0.06505904404812196
0.50,0,2,Ecal,0,2026092300,pooled,2048,6846,0.029787915926188346,0.0030534514507843443,0.058377948328400035,0.016575804934883177,0.02033898485096175,0.02256706934670817,7.22926391152894e-05,0.05126729568401052,0.0,0.021296401696702435,0.011790215996153819,0.004159426307021671,0.04768175202766262
0.50,0,2,Ecal,1,2026092301,context_0,1014,3425,0.0343042041528101,0.012677419474946066,0.06522275384097379,0.024231367451102808,0.025532049041624427,0.02257524753447214,8.620515444666282e-05,0.05265476712321807,0.0,0.0205065218330238,0.017708562054070863,0.007968454959376568,0.06779041289230164
0.50,0,2,Ecal,1,2026092301,context_1,1034,3421,0.03282571697792025,0.006496632961762447,0.06381765516549733,0.0231898636377636,0.023511345534497435,0.022584947075947326,4.256784166550289e-05,0.05196771939005132,0.0,0.02518277286098999,0.015868737132578928,0.0038447487377399826,0.06258945221830534
0.50,0,2,Ecal,1,2026092301,pooled,2048,6846,0.03318159184643571,0.002992985773345041,0.0642134216309811,0.017014598607919856,0.021752725566694386,0.022732732752689166,3.719131042552795e-05,0.051304382181864325,0.0,0.021296401696702435,0.010089892185212493,0.0039551898112265005,0.04590643142907952
0.50,0,2,Ecal,2,2026092302,context_0,1014,3425,0.03436629055686524,0.014715767866308658,0.06218828612002271,0.020410947916636342,0.024228727474412792,0.011842167595299366,6.801831010482689e-05,0.051799763762351465,0.0,0.0205065218330238,0.008894273681342178,0.00636318315976597,0.06304156247617326
0.50,0,2,Ecal,2,2026092302,context_1,1034,3421,0.03272465997990526,0.0009221002351155563,0.0629931288558996,0.02105180364733432,0.025597025257519168,0.02175631396782972,9.302774462545811e-05,0.051943838377777565,0.0,0.02518277286098999,0.009492828880143127,0.014917155635516119,0.06196741929794001
0.50,0,2,Ecal,2,2026092302,pooled,2048,6846,0.033148176039774935,0.0076963133315020105,0.06259472755757294,0.015939971163140887,0.023594131302475174,0.016819321177029417,7.384341538104735e-05,0.051588441325095435,0.0,0.021296401696702435,0.007456328564870796,0.010543383773799153,0.046774542326364264
0.50,0,2,Ecal,3,2026092303,context_0,1014,3425,0.03178166498057883,0.004817302720325874,0.06070778408402976,0.02153227028166823,0.01938687292154684,0.01992196300735856,1.01995480932661e-05,0.05132830505489056,0.0,0.0205065218330238,0.011750380534399404,0.0038600344363139737,0.06335629783111985
0.50,0,2,Ecal,3,2026092303,context_1,1034,3421,0.036959400990208,0.009072693405916307,0.06773746859262715,0.021389177215791696,0.021719997506460476,0.03730672910042497,1.1616156166469667e-05,0.051467361289507726,0.0,0.02518277286098999,0.012316985751272023,0.008527276204069555,0.0626356623536069
0.50,0,2,Ecal,3,2026092303,pooled,2048,6846,0.03375880136660736,0.006975239867213056,0.06411573544686869,0.016300053416544138,0.0205710915356343,0.028606235075361683,4.381799259962817e-06,0.05124095948430209,0.0,0.021296401696702435,0.008374562848869773,0.002529088666931027,0.04657820315897903
0.50,0,2,Ecal,4,2026092304,context_0,1014,3425,0.03463936202660117,0.00407745501829572,0.06455206038359876,0.024128059081588108,0.022504000040552752,0.01620420957502422,0.0001568283924922309,0.05198149916991642,0.0,0.0205065218330238,0.01139021430576893,0.008758537846469782,0.06731420082024668
0.50,0,2,Ecal,4,2026092304,context_1,1034,3421,0.02916520068813,0.0012497361321545826,0.058605588860409494,0.031196583994974693,0.023322785987763606,0.027485130702716742,0.0001863646167586782,0.052810366552127175,0.0,0.02518277286098999,0.024622205105479487,0.011188016054555452,0.06429079922443309
0.50,0,2,Ecal,4,2026092304,pooled,2048,6846,0.031199953071406772,0.002664861622309238,0.06154566555648523,0.021351845997198627,0.022301341366829375,0.021916063315309126,4.122908698600612e-05,0.05186786978979099,0.0,0.021296401696702435,0.015726814413696857,0.006037860211267119,0.04841448910040275
0.50,0,3,U,0,2026092400,context_0,1002,3425,0.044842933492113046,0.00576072196241845,0.07459053221883,0.028242304837827605,0.027471596049016722,0.012224632049698744,0.00018257739483151791,0.05538741824515374,0.0,0.024865050920057714,0.017061032626419736,0.008807095835717337,0.068007868436216
0.50,0,3,U,0,2026092400,context_1,1046,3421,0.032005692241821926,0.002271776885237935,0.06125088960620658,0.026086016660858004,0.021738569577100325,0.03310857711745087,6.261843930939595e-05,0.05136198643900893,0.0,0.01920848789643094,0.01436648269670791,0.008524322873084881,0.06717172712003347
